id_registro,edad,genero,horas_diarias_juego,genero_juego,juego_principal,plataforma_juego,horas_sueno,calidad_sueno,frecuencia_interrupcion_sueno,rendimiento_academico_laboral,promedio_calificaciones,puntaje_productividad,estado_animo,frecuencia_cambios_humor,sintomas_abstinencia,perdida_otros_intereses,continuo_pese_problemas,fatiga_visual,dolor_espalda_cuello,cambio_peso_kg,horas_ejercicio_semanal,puntaje_aislamiento_social,horas_socializacion_presencial,gasto_mensual_juegos_usd,anos_jugando,nivel_riesgo_adiccion
GD0639,20,Masculino,6,Battle Royale,PUBG,Consola,5.5,Buena,Frecuentemente,Reprobando,3.88,8,Inquieto,Nunca,NO,SI,NO,SI,SI,0.2,6,6,10.7,33.26,4,Moderado
GD0642,22,Masculino,6.9,Juegos móviles,Genshin Impact,Móvil,6,Regular,Rara vez,Por debajo del promedio,3.05,8,Eufórico,A veces,SI,NO,NO,SI,SI,0.2,7.7,4,5,140.64,11,Moderado
GD0643,22,Masculino,2.5,FPS,Valorant,Móvil,8.1,Regular,Siempre,Por debajo del promedio,3.54,2,Normal,Nunca,NO,NO,NO,NO,NO,0,8.7,3,10.5,28.41,3,Bajo
GD0645,26,Masculino,5.9,RPG,Skyrim,PC,6.3,Regular,Nunca,Bueno,,6,Inquieto,Rara vez,NO,NO,NO,NO,NO,1.7,7.3,3,10.6,112.85,9,Bajo
GD0646,19,Masculino,4.8,Strategy,Age of Empires,Multi-plataforma,5.9,Mala,Frecuentemente,Bueno,1.51,9,Normal,Rara vez,NO,NO,NO,SI,NO,3.7,5.5,4,8.2,115.72,7,Bajo
GD0650,22,Masculino,5.6,MMO,World of Warcraft,Móvil,6.3,Mala,Rara vez,Promedio,3.42,2,Ansioso,Frecuentemente,NO,SI,NO,SI,NO,0.3,5.9,4,10.2,130,4,Moderado
GD0652,21,Masculino,7,MOBA,League of Legends,Móvil,4.8,Muy Mala,Frecuentemente,Deficiente,3.57,4,Enojado,Rara vez,NO,SI,NO,SI,SI,1,8.2,3,5.1,142.25,3,Moderado
GD0653,19,Masculino,1.7,RPG,Cyberpunk 2077,Consola,8.7,Buena,Frecuentemente,Excelente,2.23,10,Deprimido,Frecuentemente,NO,NO,NO,NO,NO,0.4,10.4,2,9.8,36.8,2,Bajo
GD0658,24,Masculino,13.4,MMO,Final Fantasy XIV,PC,3.9,Muy Mala,Nunca,Por debajo del promedio,,3,Deprimido,Diariamente,NO,SI,NO,SI,NO,6.3,5.2,9,1.6,64.52,14,Alto
GD0659,18,Masculino,6.6,Battle Royale,Apex Legends,Móvil,5.4,Insomnio,Frecuentemente,Deficiente,2.34,,Inquieto,Frecuentemente,NO,NO,NO,SI,SI,0.8,5.6,5,7,80.91,4,Bajo
GD0661,16,Masculino,7.4,RPG,Elden Ring,Consola,5.2,Regular,Aveces,Por debajo del promedio,3.68,,Irritable,Frecuentemente,SI,SI,NO,SI,SI,2.1,5.8,3,8.7,67.44,4,Alto
GD0663,20,Masculino,4.4,RPG,Elden Ring,Multi-plataforma,6.3,Regular,Rara vez,Bueno,1.51,2,Eufórico,Diariamente,NO,NO,NO,NO,NO,0.3,7.6,4,8.7,38.47,9,Bajo
GD0664,16,Masculino,4.5,FPS,Valorant,Consola,5.1,Mala,Nunca,Promedio,3.45,,Deprimido,A veces,NO,NO,NO,NO,NO,0.4,7,4,6.2,104.97,6,Bajo
GD0667,19,Masculino,6.7,Battle Royale,Apex Legends,Móvil,3.8,Muy Mala,Aveces,Por debajo del promedio,3.61,5,Retraído,Diariamente,SI,SI,NO,SI,NO,0.4,6.6,2,7.5,117.79,8,Alto
GD0668,15,Masculino,6.5,MMO,World of Warcraft,Móvil,4.7,Muy Mala,Siempre,Bueno,3.57,,Ansioso,A veces,SI,NO,NO,SI,NO,4.2,5,2,6.9,109.59,1,Moderado
GD0669,31,Masculino,1.4,RPG,Skyrim,Consola,8.8,Buena,Siempre,Deficiente,,1,Irritable,Nunca,NO,NO,NO,NO,NO,0.3,10.5,1,14.6,24.22,3,Bajo
GD0670,14,Masculino,8.3,Juegos móviles,Genshin Impact,Multi-plataforma,6,Muy Mala,Siempre,Deficiente,1.19,,Inquieto,Rara vez,SI,NO,NO,NO,NO,4.4,5.5,6,8.2,37.2,4,Moderado
GD0671,24,Masculino,9.3,Strategy,Age of Empires,Multi-plataforma,4,Regular,Nunca,Deficiente,,8,Ansioso,Diariamente,SI,SI,SI,SI,NO,4.3,6.6,6,3.2,170.31,12,Severo
GD0672,19,Masculino,4,RPG,Skyrim,Consola,6.9,Mala,Siempre,Excelente,3.33,3,Irritable,Diariamente,NO,NO,NO,NO,NO,1.1,9.1,1,11.4,29.01,9,Bajo
GD0673,15,Masculino,8,MMO,World of Warcraft,Multi-plataforma,5.4,Muy Mala,Frecuentemente,Deficiente,2.83,,Deprimido,Rara vez,SI,NO,SI,SI,SI,4,6.3,5,7.3,80.45,4,Alto
GD0674,26,Masculino,6,Strategy,Civilization VI,PC,6,Mala,Siempre,Deficiente,,7,Ansioso,Nunca,NO,SI,NO,SI,SI,1.6,6.2,4,7.9,24.29,14,Moderado
GD0675,33,Masculino,4.2,MMO,World of Warcraft,PC,5.9,Regular,Aveces,Excelente,,7,Normal,Rara vez,NO,NO,NO,NO,NO,0,6.2,2,10.5,17.42,18,Bajo
GD0676,14,Masculino,4,Juegos móviles,Genshin Impact,Móvil,6.8,Mala,Aveces,Bueno,1.44,,Deprimido,A veces,NO,NO,NO,NO,NO,1.5,7.8,2,9.6,15.49,3,Bajo
GD0679,18,Masculino,3.5,Strategy,Civilization VI,Móvil,8.8,Regular,Aveces,Por debajo del promedio,2.01,,Ansioso,Diariamente,NO,NO,NO,NO,NO,0.4,7.5,1,11.2,24.33,5,Bajo
GD0681,19,Masculino,8.2,FPS,Valorant,Móvil,4,Mala,Aveces,Por debajo del promedio,1.1,4,Eufórico,Frecuentemente,NO,NO,SI,NO,SI,1.1,5.2,4,4.5,41.81,1,Moderado
GD0682,15,Masculino,0.7,MOBA,Dota 2,PC,7.5,Buena,Frecuentemente,Bueno,3.68,,Normal,A veces,NO,NO,NO,NO,NO,0,10.6,1,16.5,15.58,2,Bajo
GD0687,22,Masculino,3.5,FPS,CS:GO,Consola,8.9,Buena,Siempre,Promedio,2.17,8,Normal,Diariamente,NO,NO,NO,NO,NO,0.2,8.1,1,8.6,44.2,3,Bajo
GD0689,16,Masculino,3.8,FPS,CS:GO,Móvil,5,Mala,Rara vez,Bueno,1.68,,Emocionado,A veces,NO,NO,NO,NO,NO,0.4,9.2,2,9.8,34.33,4,Bajo
GD0690,16,Masculino,10.9,RPG,Cyberpunk 2077,Consola,5.3,Mala,Nunca,Por debajo del promedio,1.71,,Deprimido,Frecuentemente,SI,SI,NO,NO,SI,5,5.9,9,0,52.19,2,Severo
GD0691,26,Masculino,4.8,FPS,Valorant,Multi-plataforma,6.3,Buena,Rara vez,Promedio,,10,Ansioso,A veces,NO,NO,NO,SI,NO,2.3,9.2,4,6.6,107.55,3,Bajo
GD0692,23,Masculino,3.8,RPG,Skyrim,PC,5.5,Mala,Rara vez,Reprobando,,1,Emocionado,A veces,NO,NO,NO,NO,NO,0.9,7.5,3,10.6,32.76,10,Bajo
GD0693,19,Masculino,12.5,FPS,CS:GO,Multi-plataforma,5.7,Insomnio,Rara vez,Promedio,1.55,3,Irritable,Diariamente,NO,NO,NO,SI,SI,1.3,2.4,9,0,376.05,6,Moderado
GD0695,16,Masculino,11.4,Strategy,Age of Empires,Consola,3.3,Mala,Frecuentemente,Deficiente,1.49,,Eufórico,Rara vez,NO,SI,NO,SI,NO,2.9,3.9,7,2.3,233.11,4,Alto
GD0696,27,Masculino,8.9,RPG,Elden Ring,Móvil,4.4,Mala,Nunca,Deficiente,,9,Ansioso,A veces,NO,NO,NO,SI,NO,1.5,5.8,6,3.3,258.94,1,Moderado
GD0697,24,Masculino,2.3,Battle Royale,Apex Legends,Consola,8.5,Regular,Nunca,Bueno,,5,Normal,Frecuentemente,NO,NO,NO,NO,NO,0.2,9.5,1,14.1,6.27,2,Bajo
GD0700,17,Masculino,3,FPS,CS:GO,Móvil,8.4,Mala,Aveces,Promedio,1.99,,Normal,Frecuentemente,NO,NO,NO,NO,NO,3.4,9.1,1,12.2,30.68,1,Bajo
GD0701,17,Masculino,7.1,RPG,Cyberpunk 2077,Consola,5,Mala,Nunca,Reprobando,2.91,,Ansioso,A veces,NO,NO,NO,SI,SI,0.6,6.4,6,5.4,49.26,4,Bajo
GD0704,27,Masculino,1.7,RPG,Cyberpunk 2077,Consola,7.7,Regular,Rara vez,Excelente,,6,Normal,Rara vez,NO,NO,NO,NO,NO,0.1,7,1,10.9,15.3,14,Bajo
GD0705,20,Masculino,8.3,MOBA,Mobile Legends,Multi-plataforma,5.9,Muy Mala,Frecuentemente,Excelente,1.09,10,Deprimido,Frecuentemente,NO,NO,NO,NO,NO,1.1,4,6,3.6,69.71,2,Bajo
GD0706,17,Masculino,12.1,Juegos móviles,Genshin Impact,PC,5.6,Insomnio,Rara vez,Por debajo del promedio,1.75,,Normal,Rara vez,SI,NO,SI,SI,SI,6,3,8,2.6,380.39,4,Severo
GD0709,19,Masculino,3.9,Battle Royale,Warzone,Móvil,5.3,Muy Mala,Nunca,Bueno,1.56,1,Deprimido,Diariamente,NO,NO,NO,NO,NO,0.2,7.9,1,9.5,27.46,5,Bajo
GD0711,21,Masculino,10.4,MOBA,Dota 2,Multi-plataforma,5.7,Muy Mala,Nunca,Reprobando,2.21,10,Deprimido,Nunca,SI,SI,NO,SI,SI,1.1,3.9,6,5.8,380.83,4,Severo
GD0713,19,Masculino,10,RPG,Elden Ring,Multi-plataforma,5.4,Buena,Rara vez,Reprobando,3.7,9,Ansioso,Diariamente,NO,NO,SI,SI,NO,1,5.8,5,3.9,270.84,6,Alto
GD0714,20,Masculino,11.1,FPS,Valorant,Móvil,5.6,Regular,Rara vez,Deficiente,1.98,6,Inquieto,A veces,SI,SI,SI,NO,SI,0.4,5.8,6,2,396,4,Severo
GD0715,19,Masculino,6.7,Juegos móviles,Candy Crush,Consola,4.9,Regular,Frecuentemente,Bueno,3.55,4,Ansioso,Rara vez,SI,NO,NO,SI,SI,3.4,6.4,5,8.2,56.05,5,Moderado
GD0716,24,Masculino,5.9,FPS,CS:GO,PC,6.8,Buena,Rara vez,Promedio,,3,Normal,Rara vez,NO,NO,NO,NO,NO,0.5,6.6,4,6.7,37.44,14,Bajo
GD0717,30,Masculino,3,RPG,Cyberpunk 2077,Multi-plataforma,8.3,Buena,Siempre,Bueno,,6,Emocionado,A veces,NO,NO,NO,NO,NO,1,7.4,1,12.2,13.32,11,Bajo
GD0718,17,Masculino,6.6,MOBA,Dota 2,Consola,4.8,Regular,Nunca,Promedio,3.92,,Enojado,Diariamente,SI,SI,NO,SI,NO,0.3,6.8,3,5.2,17,3,Alto
GD0719,21,Masculino,11.7,FPS,Overwatch,Móvil,6,Muy Mala,Nunca,Deficiente,3.05,5,Deprimido,Frecuentemente,NO,SI,NO,SI,SI,0.8,5.1,7,0,303.54,1,Alto
GD0721,14,Masculino,4.3,Juegos móviles,Candy Crush,Móvil,5.6,Regular,Rara vez,Promedio,2.63,,Deprimido,Frecuentemente,NO,NO,NO,NO,NO,0,6.6,2,9.7,27.9,3,Bajo
GD0722,21,Masculino,4.8,MOBA,Dota 2,Multi-plataforma,7,Mala,Frecuentemente,Deficiente,2.42,3,Enojado,Nunca,NO,NO,NO,SI,NO,2.7,6,2,7.7,110.49,10,Bajo
GD0723,23,Masculino,3.9,Strategy,Civilization VI,Multi-plataforma,6.7,Mala,Siempre,Deficiente,,8,Enojado,Nunca,NO,NO,NO,NO,NO,0.3,7.2,2,10.4,29.56,5,Bajo
GD0725,19,Masculino,7.8,MOBA,Mobile Legends,Móvil,4.1,Muy Mala,Aveces,Deficiente,1.74,4,Ansioso,Diariamente,SI,SI,SI,NO,SI,1.5,7.2,6,7.1,106.73,2,Severo
GD0728,17,Masculino,6.3,MOBA,Mobile Legends,Consola,6.6,Regular,Frecuentemente,Promedio,3.01,,Ansioso,Nunca,NO,SI,NO,SI,SI,2,6.9,2,8.6,147.26,2,Moderado
GD0729,21,Masculino,8.4,FPS,Valorant,Multi-plataforma,5.1,Mala,Nunca,Por debajo del promedio,2.38,10,Ansioso,Rara vez,SI,SI,SI,NO,SI,1.8,5.8,6,2.8,73.12,8,Severo
GD0730,22,Masculino,10.3,Strategy,Age of Empires,PC,5.8,Mala,Aveces,Deficiente,2.9,10,Irritable,Rara vez,SI,SI,NO,SI,SI,3.9,4.1,6,2.9,446.66,11,Severo
GD0734,23,Masculino,5.4,Battle Royale,Warzone,Multi-plataforma,6.7,Buena,Frecuentemente,Promedio,,9,Normal,Nunca,NO,NO,NO,SI,NO,0,7.2,3,12,101.27,10,Bajo
GD0736,18,Masculino,11.4,Battle Royale,Fortnite,Móvil,4.6,Muy Mala,Aveces,Por debajo del promedio,1.61,,Ansioso,Frecuentemente,SI,NO,NO,NO,SI,2.5,5.1,8,0.2,151.46,5,Alto
GD0737,17,Masculino,8.6,RPG,Skyrim,Multi-plataforma,4.9,Mala,Nunca,Deficiente,2.95,,Irritable,Frecuentemente,SI,SI,SI,SI,SI,2.6,5.6,5,3.8,123.19,7,Severo
GD0739,29,Masculino,5.8,MMO,World of Warcraft,Consola,6.6,Buena,Rara vez,Deficiente,,1,Normal,Rara vez,NO,SI,NO,NO,SI,0.5,7.7,4,9.5,27.31,4,Moderado
GD0740,17,Masculino,6.2,Strategy,Civilization VI,PC,5.4,Mala,Rara vez,Promedio,3.01,,Ansioso,Nunca,NO,NO,NO,SI,NO,2.2,7,5,6.2,115.5,7,Bajo
GD0741,17,Masculino,6.3,MMO,Elder Scrolls Online,PC,6.2,Muy Mala,Frecuentemente,Bueno,2.75,,Inquieto,A veces,NO,NO,NO,SI,SI,0.8,7.9,3,7.5,35.84,7,Bajo
GD0742,22,Masculino,13.5,FPS,Overwatch,Móvil,4.3,Muy Mala,Nunca,Deficiente,1.93,10,Inquieto,Frecuentemente,NO,SI,NO,SI,NO,0.8,2,10,0,52.68,8,Alto
GD0743,26,Masculino,7.4,Juegos móviles,Genshin Impact,PC,3,Regular,Frecuentemente,Deficiente,,3,Eufórico,Diariamente,SI,SI,NO,SI,NO,0.8,7.7,4,5,75.3,2,Alto
GD0744,20,Masculino,1.2,MOBA,Dota 2,Multi-plataforma,8.2,Regular,Rara vez,Promedio,1.86,10,Inquieto,Rara vez,NO,NO,NO,NO,NO,0.3,9.7,1,15.1,39.28,1,Bajo
GD0745,18,Masculino,2.3,Strategy,Age of Empires,Móvil,7.4,Regular,Frecuentemente,Excelente,1.76,,Normal,Frecuentemente,NO,NO,NO,NO,NO,0.6,10.2,2,12.9,35.69,6,Bajo
GD0747,29,Masculino,0.7,MOBA,Mobile Legends,Multi-plataforma,7.3,Regular,Aveces,Por debajo del promedio,,4,Inquieto,Diariamente,NO,NO,NO,NO,NO,0.3,8.5,1,11.8,46.38,15,Bajo
GD0748,18,Masculino,0.6,Juegos móviles,Candy Crush,Consola,8.1,Regular,Frecuentemente,Bueno,1.46,,Normal,Diariamente,NO,NO,NO,NO,NO,0.2,10.8,1,13.5,36.92,8,Bajo
GD0749,19,Masculino,4.8,Juegos móviles,Genshin Impact,PC,6.8,Mala,Frecuentemente,Promedio,3.46,6,Eufórico,Rara vez,NO,NO,NO,SI,NO,1.3,8.4,3,11.1,47.78,4,Bajo
GD0750,23,Masculino,5.5,MMO,World of Warcraft,Consola,6.3,Mala,Nunca,Deficiente,,6,Emocionado,Rara vez,NO,NO,NO,SI,SI,1.7,6.6,4,7.6,51.25,8,Bajo
GD0751,18,Masculino,6.3,RPG,Skyrim,Multi-plataforma,5.6,Buena,Nunca,Bueno,1.02,,Irritable,Frecuentemente,NO,SI,NO,SI,NO,0.7,5.8,4,10.8,10.47,5,Moderado
GD0752,21,Masculino,11.9,Strategy,StarCraft II,Consola,4.2,Mala,Siempre,Deficiente,3.34,3,Ansioso,Nunca,SI,SI,SI,SI,SI,2.6,4.1,8,2.6,374.32,10,Severo
GD0753,21,Masculino,4.1,RPG,Elden Ring,PC,5.2,Regular,Siempre,Bueno,2.63,9,Eufórico,Frecuentemente,NO,NO,NO,NO,NO,1.3,8.7,3,11.2,45.63,2,Bajo
GD0756,23,Masculino,11,MOBA,League of Legends,Multi-plataforma,3.4,Muy Mala,Siempre,Deficiente,,6,Inquieto,A veces,SI,SI,NO,SI,SI,2.5,4.5,7,0,144.47,8,Severo
GD0757,27,Masculino,1.5,FPS,Valorant,Móvil,9,Buena,Aveces,Promedio,,3,Eufórico,Frecuentemente,NO,NO,NO,NO,NO,0.5,10.4,1,12,10.08,12,Bajo
GD0758,17,Masculino,6.6,Juegos móviles,Clash of Clans,PC,3.7,Mala,Siempre,Por debajo del promedio,1.5,,Enojado,Rara vez,SI,SI,NO,SI,SI,1.2,5.5,6,5.3,29.91,7,Alto
GD0761,16,Masculino,11.4,MOBA,League of Legends,Consola,3,Mala,Siempre,Por debajo del promedio,3.91,,Ansioso,A veces,SI,NO,SI,NO,SI,1.5,5.6,7,3.1,73.87,2,Severo
GD0763,22,Masculino,5.5,FPS,Valorant,Consola,6,Insomnio,Frecuentemente,Promedio,1.06,1,Normal,Nunca,NO,NO,NO,SI,NO,0.8,8.8,3,9.6,91.34,10,Bajo
GD0764,15,Masculino,7.3,MOBA,Mobile Legends,Móvil,4.5,Muy Mala,Nunca,Promedio,2.89,,Ansioso,Diariamente,SI,SI,NO,SI,SI,1.6,4.9,5,6,115.77,1,Alto
GD0765,24,Masculino,7.7,MMO,World of Warcraft,Móvil,3.2,Mala,Frecuentemente,Reprobando,,8,Eufórico,A veces,SI,SI,NO,SI,SI,1,5.7,3,4,30.64,7,Alto
GD0767,19,Masculino,9.5,MMO,Elder Scrolls Online,Multi-plataforma,4.6,Muy Mala,Frecuentemente,Por debajo del promedio,3.65,1,Normal,Diariamente,SI,NO,NO,NO,SI,3.4,3.7,6,6.9,336.84,7,Alto
GD0769,27,Masculino,2.8,Battle Royale,Fortnite,Consola,7.3,Buena,Frecuentemente,Promedio,,7,Normal,Nunca,NO,NO,NO,NO,NO,2.2,9.3,1,11.2,16.42,14,Bajo
GD0770,21,Masculino,8.6,MOBA,League of Legends,Multi-plataforma,4,Regular,Aveces,Deficiente,2.67,4,Ansioso,Rara vez,SI,SI,NO,SI,SI,1.6,6.9,5,1.7,471.04,2,Severo
GD0772,17,Masculino,3.4,RPG,Skyrim,PC,8.8,Buena,Aveces,Bueno,2.86,,Normal,Nunca,NO,NO,NO,NO,NO,0.8,8.5,1,9.5,13.73,5,Bajo
GD0773,19,Masculino,2.2,FPS,Valorant,Consola,8.9,Buena,Siempre,Bueno,1.03,10,Emocionado,Diariamente,NO,NO,NO,NO,NO,0.1,9,1,14,38.09,3,Bajo
GD0775,18,Masculino,5,Strategy,Age of Empires,PC,6.4,Regular,Frecuentemente,Por debajo del promedio,2.76,,Inquieto,A veces,NO,NO,NO,NO,NO,1.8,5.7,3,8.8,130.46,5,Bajo
GD0778,25,Masculino,8.6,Battle Royale,Fortnite,PC,5.1,Mala,Frecuentemente,Por debajo del promedio,,9,Ansioso,Diariamente,NO,NO,SI,NO,SI,2.8,6.6,6,5.5,141.47,5,Alto
GD0780,23,Masculino,3.4,Battle Royale,Fortnite,Móvil,7.5,Buena,Aveces,Bueno,,6,Irritable,Nunca,NO,NO,NO,NO,NO,0.4,8.9,1,13.9,36.34,9,Bajo
GD0782,18,Masculino,2.1,FPS,Valorant,PC,7.4,Buena,Nunca,Excelente,1.79,,Normal,A veces,NO,NO,NO,NO,NO,0.3,10.6,2,11.1,39.9,3,Bajo
GD0783,17,Masculino,4.6,RPG,Cyberpunk 2077,Multi-plataforma,5.1,Regular,Nunca,Por debajo del promedio,1.44,,Eufórico,A veces,NO,NO,NO,NO,NO,2,6.1,3,10.6,15.54,3,Bajo
GD0785,20,Masculino,3,Battle Royale,Fortnite,Móvil,8.1,Buena,Nunca,Excelente,3.26,1,Emocionado,Rara vez,NO,NO,NO,NO,NO,0.7,9.7,1,8.9,34.88,1,Bajo
GD0787,15,Masculino,5.8,MMO,Elder Scrolls Online,Multi-plataforma,6.6,Regular,Frecuentemente,Bueno,1.45,,Eufórico,A veces,NO,NO,NO,NO,NO,0.5,7.6,4,7.5,10.87,5,Bajo
GD0788,22,Masculino,5.7,RPG,Elden Ring,PC,6.8,Regular,Siempre,Bueno,3.89,6,Deprimido,Frecuentemente,NO,NO,NO,NO,NO,1.9,6.1,3,6.5,44.8,9,Bajo
GD0789,19,Masculino,7,Strategy,Civilization VI,Consola,3.8,Regular,Siempre,Excelente,3.08,1,Eufórico,Nunca,SI,SI,NO,NO,SI,3.3,7,2,9.2,61.59,8,Alto
GD0791,20,Masculino,7,Strategy,Civilization VI,PC,3.6,Muy Mala,Nunca,Deficiente,1.4,3,Enojado,Frecuentemente,NO,SI,NO,SI,SI,4,7.6,5,7.2,23.82,3,Moderado
GD0792,34,Masculino,1.4,Juegos móviles,PUBG Mobile,Multi-plataforma,8.3,Buena,Frecuentemente,Bueno,,9,Inquieto,Nunca,NO,NO,NO,NO,NO,0.3,10.4,1,13.5,48.31,16,Bajo
GD0797,18,Masculino,7.1,Battle Royale,Apex Legends,Multi-plataforma,4.4,Muy Mala,Siempre,Por debajo del promedio,1.49,,Ansioso,Rara vez,SI,SI,NO,SI,SI,0.4,6.3,4,6.8,94.86,2,Alto
GD0798,20,Masculino,2.9,MMO,Elder Scrolls Online,Móvil,7.7,Buena,Aveces,Excelente,2.13,7,Eufórico,Nunca,NO,NO,NO,NO,NO,0.6,8.7,1,8.9,41.86,8,Bajo
GD0800,27,Masculino,7.6,MMO,World of Warcraft,Móvil,3.3,Mala,Frecuentemente,Bueno,,5,Retraído,Frecuentemente,SI,NO,NO,SI,SI,2.2,4.6,4,2.8,114.21,15,Moderado
GD0801,17,Masculino,6.6,MMO,World of Warcraft,Móvil,5.8,Muy Mala,Nunca,Por debajo del promedio,3.68,,Ansioso,Frecuentemente,SI,NO,NO,SI,SI,0.3,5.3,5,6.4,59.22,4,Moderado
GD0802,19,Masculino,5.3,RPG,Cyberpunk 2077,PC,5.5,Mala,Nunca,Promedio,2.26,2,Enojado,Rara vez,NO,NO,NO,NO,NO,0.2,5.6,3,9.2,112.89,6,Bajo
GD0804,15,Masculino,3.4,MOBA,Mobile Legends,Consola,8.4,Buena,Aveces,Por debajo del promedio,3.17,,Normal,Rara vez,NO,NO,NO,NO,NO,1,7.2,3,11.9,28.03,4,Bajo
GD0805,15,Masculino,8.2,Strategy,StarCraft II,Móvil,5.3,Mala,Siempre,Por debajo del promedio,2.36,,Ansioso,Frecuentemente,NO,NO,NO,SI,NO,1.6,5.8,5,4.6,88.12,1,Bajo
GD0806,22,Masculino,10.5,FPS,Overwatch,Consola,4.8,Muy Mala,Siempre,Deficiente,1.41,6,Irritable,Frecuentemente,SI,SI,SI,SI,NO,3.1,4.9,6,0.1,443.88,11,Severo
GD0807,22,Masculino,7.4,RPG,Cyberpunk 2077,PC,3.2,Muy Mala,Siempre,Por debajo del promedio,2.8,5,Enojado,Frecuentemente,NO,SI,NO,SI,NO,2.6,8.2,4,4.6,20.41,6,Moderado
GD0808,27,Masculino,4.7,Battle Royale,PUBG,Móvil,5.9,Mala,Nunca,Por debajo del promedio,,6,Deprimido,Rara vez,NO,NO,NO,SI,NO,1.5,5.9,1,11.6,121.89,6,Bajo
GD0809,16,Masculino,5,Juegos móviles,PUBG Mobile,PC,6.1,Regular,Aveces,Por debajo del promedio,3.18,,Ansioso,Rara vez,NO,NO,NO,SI,NO,1.5,8.8,2,9.7,90.52,2,Bajo
GD0810,22,Masculino,4.9,Strategy,StarCraft II,Móvil,5.3,Mala,Frecuentemente,Por debajo del promedio,3.98,9,Enojado,Frecuentemente,NO,NO,NO,SI,NO,0.4,8.9,5,8.9,40.15,6,Bajo
GD0811,14,Masculino,8.7,RPG,Cyberpunk 2077,PC,5.1,Mala,Siempre,Por debajo del promedio,2.07,,Eufórico,A veces,NO,SI,SI,SI,SI,1.5,7.2,6,5.2,259.52,3,Severo
GD0812,19,Masculino,1.7,RPG,Cyberpunk 2077,Multi-plataforma,7.4,Mala,Aveces,Bueno,2.27,3,Normal,Rara vez,NO,NO,NO,NO,NO,0.5,9.3,1,11.2,16.37,5,Bajo
GD0813,18,Masculino,6.8,Juegos móviles,Genshin Impact,PC,5.2,Insomnio,Siempre,Reprobando,3.29,,Ansioso,Frecuentemente,SI,NO,NO,NO,SI,0.2,6.8,6,7.9,26.83,7,Moderado
GD0814,24,Masculino,8.9,MMO,Final Fantasy XIV,PC,4.7,Muy Mala,Nunca,Bueno,,4,Inquieto,Frecuentemente,SI,SI,NO,SI,SI,5,4.3,7,2.8,391.6,5,Severo
GD0815,25,Masculino,4.2,RPG,Elden Ring,Consola,5.3,Buena,Frecuentemente,Excelente,,5,Inquieto,Frecuentemente,NO,NO,NO,NO,NO,1.1,8.5,2,12.8,48.39,13,Bajo
GD0816,18,Masculino,6.9,Strategy,Civilization VI,Consola,5.7,Mala,Frecuentemente,Por debajo del promedio,3.77,,Inquieto,A veces,SI,SI,NO,NO,NO,3.6,7.5,3,9.4,146.82,7,Alto
GD0817,27,Masculino,6,MOBA,Dota 2,Multi-plataforma,6.3,Muy Mala,Rara vez,Excelente,,10,Eufórico,Diariamente,NO,SI,NO,SI,SI,1.1,5.6,3,9.4,107.64,10,Moderado
GD0818,19,Masculino,11,Juegos móviles,Clash of Clans,Consola,5.3,Insomnio,Aveces,Reprobando,1.88,9,Eufórico,Frecuentemente,NO,NO,NO,SI,NO,1.4,4.7,6,0,341.34,1,Moderado
GD0819,18,Masculino,11.9,MOBA,Dota 2,Multi-plataforma,5.7,Buena,Siempre,Promedio,1.03,,Inquieto,Diariamente,SI,SI,NO,SI,NO,0.7,3.6,7,1.7,97.11,8,Severo
GD0820,18,Masculino,6.3,RPG,Skyrim,Multi-plataforma,6,Regular,Frecuentemente,Promedio,3.41,,Irritable,Rara vez,NO,SI,NO,SI,NO,0.2,6.2,3,5.8,147.18,5,Moderado
GD0821,21,Masculino,2.2,Juegos móviles,Candy Crush,Consola,7.7,Regular,Frecuentemente,Excelente,3.16,1,Eufórico,Frecuentemente,NO,NO,NO,NO,NO,0,9.8,1,14.8,0.44,5,Bajo
GD0824,20,Masculino,5.6,MOBA,Mobile Legends,Multi-plataforma,5.9,Regular,Nunca,Deficiente,3.33,9,Ansioso,Rara vez,NO,SI,NO,SI,SI,1.9,8,4,9,141.67,1,Moderado
GD0825,20,Masculino,6.2,Battle Royale,Fortnite,PC,5.6,Buena,Siempre,Bueno,2.19,3,Eufórico,Diariamente,NO,SI,NO,SI,SI,0.2,8.5,3,10,142.95,6,Moderado
GD0827,30,Masculino,7,Battle Royale,PUBG,Consola,3.7,Regular,Frecuentemente,Por debajo del promedio,,1,Ansioso,Diariamente,SI,SI,NO,NO,SI,4.7,8.5,4,6.8,44.15,5,Alto
GD0828,16,Masculino,3.7,Strategy,Age of Empires,Multi-plataforma,6.6,Buena,Siempre,Bueno,2.89,,Eufórico,Rara vez,NO,NO,NO,NO,NO,0.4,9.2,3,12.8,6.16,4,Bajo
GD0829,23,Masculino,3.3,Battle Royale,PUBG,Consola,7.4,Regular,Frecuentemente,Excelente,,3,Normal,Frecuentemente,NO,NO,NO,NO,NO,0.6,6.8,1,8.8,44.8,6,Bajo
GD0830,21,Masculino,7.6,Juegos móviles,PUBG Mobile,Consola,5.7,Mala,Rara vez,Bueno,3.53,6,Ansioso,Frecuentemente,NO,SI,NO,SI,NO,0.8,6.4,3,7.1,80.72,2,Moderado
